NIVEL_WPS	CODIGO_WPS	QTDE_WPS	DESCRICAO_WPS	LARG_WPS	ALT_WPS	PROF_WPS	COMP_WPS	MATERIAL_WPS	USINAGEM_1_WPS	USINAGEM_2_WPS	LARG_TOP	CATEGORIA	IMAGEN	
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	205	2495	15	2495	15_ESCARLATE			205		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002579.BMP	
3	15_ESCARLATE	0.51	15_ESCARLATE	205	15	0	2495	15_ESCARLATE			2495	ARAUCO		
3	ABS_ESCARLATE_22	5.20	ABS_ESCARLATE_22	5195	0	0	0	ABS_ESCARLATE_22			5195			
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	2495	15	2495	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002583.BMP	
3	15_ESCARLATE	0.04	15_ESCARLATE	15	15	0	2495	15_ESCARLATE			2495	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	35	2495	15	2495	15_SOBRA			35		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002586.BMP	
3	15_SOBRA	0.09	15_SOBRA	35	15	0	2495	15_SOBRA			2495	ARAUCO		
1	PA01	1	PAINEL VERTICAL	170	240	15	240				170			
2	PAINELV080000151000	1	PAINEL VER INF 2_5	170	240	15	240	15_ESCARLATE			170		C:\Nesting\LIVING\IMG_COMP\PAINELVERINF-1-1002595.BMP	
3	15_ESCARLATE	0.04	15_ESCARLATE	170	15	0	240	15_ESCARLATE			240	ARAUCO		
3	ABS_ESCARLATE_22	0.17	ABS_ESCARLATE_22	170	0	0	0	ABS_ESCARLATE_22			170			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	35	240	15	240	15_SOBRA			35		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002599.BMP	
3	15_SOBRA	0.01	15_SOBRA	35	15	0	240	15_SOBRA			240	ARAUCO		
1	AV07	1	DIVISOR VERTICAL AVULSO	25	200	550	200				25			
2	DIVISORI001304502070	1	DIVISORIA D VERTICAL ENG _1	15	200	550	200	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\DIVISORIADVE-1-1002617.BMP	
3	15_ESCARLATE	0.11	15_ESCARLATE	550	15	0	200	15_ESCARLATE			200	ARAUCO		
2	DIVISORI001304502070	1	DIVISORIA E VERTICAL ENG _1	15	200	550	200	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\DIVISORIAEVE-1-1002620.BMP	
3	15_ESCARLATE	0.11	15_ESCARLATE	550	15	0	200	15_ESCARLATE			200	ARAUCO		
2	FTDIVIS002504502070	1	FT DIVISORIA VERTICAL 1_2_5	30	200	550	200	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTDIVISORIAV-1-1002623.BMP	
3	30_ESCARLATE	0.11	30_ESCARLATE	550	30	0	200	30_ESCARLATE			200	ARAUCO		
3	ABS_ESCARLATE_35	0.20	ABS_ESCARLATE_35	200	0	0	0	ABS_ESCARLATE_35			200			
2	BIGFER_0402248015	3	SUPORTE PRATELEIRA 30MM FU MONTADO	17	13	11	13				17			
2	BIGFER_0402248015	2	SUPORTE PRATELEIRA 30MM FR MONTADO	17	13	11	13				17			
1	TA02	1	TAMPONAMENTO HORIZONTAL	600	30	550	30				600			
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN SE INF ENG _1	600	15	550	15	15_ESCARLATE			600		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1002661.BMP	
3	15_ESCARLATE	0.33	15_ESCARLATE	550	15	0	600	15_ESCARLATE			600	ARAUCO		
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN SE SUP ENG _1	600	15	550	15	15_ESCARLATE			600		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1002664.BMP	
3	15_ESCARLATE	0.33	15_ESCARLATE	550	15	0	600	15_ESCARLATE			600	ARAUCO		
2	BAGUETE	1	BAGUETE	25	20	525	20				25			
2	BAGUETE	1	BAGUETE	550	20	25	20				550			
2	FTTAMP0100005000054	1	FT TAMP HOR FRE ESQ 1_2_5	600	30	550	30	30_ESCARLATE			600		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORFRE-1-1002674.BMP	
3	30_ESCARLATE	0.33	30_ESCARLATE	550	30	0	600	30_ESCARLATE			600	ARAUCO		
3	ABS_ESCARLATE_35	1.15	ABS_ESCARLATE_35	1150	0	0	0	ABS_ESCARLATE_35			1150			
1	PA01	1	PAINEL VERTICAL	778	2481	15	2481				778			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	778	2481	15	2481	15_ESCARLATE			778		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002680.BMP	
3	15_ESCARLATE	1.93	15_ESCARLATE	778	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	5.74	ABS_ESCARLATE_22	5740	0	0	0	ABS_ESCARLATE_22			5740			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	778	25	12	25				778			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002688.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	740	370	15	370				740			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	740	370	15	370	15_ESCARLATE			740		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002697.BMP	
3	15_ESCARLATE	0.27	15_ESCARLATE	740	15	0	370	15_ESCARLATE			370	ARAUCO		
3	ABS_ESCARLATE_22	1.48	ABS_ESCARLATE_22	1480	0	0	0	ABS_ESCARLATE_22			1480			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	370	15	370	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002701.BMP	
3	15_SOBRA	0.03	15_SOBRA	70	15	0	370	15_SOBRA			370	ARAUCO		
1	PA05	1	PAINEL TETO	778	15	541	15				778			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ 2_5	778	541	15	541	15_ESCARLATE			778		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002711.BMP	
3	15_ESCARLATE	0.42	15_ESCARLATE	778	15	0	541	15_ESCARLATE			541	ARAUCO		
3	ABS_ESCARLATE_22	1.08	ABS_ESCARLATE_22	1082	0	0	0	ABS_ESCARLATE_22			1082			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	541	15	541	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002716.BMP	
3	15_SOBRA	0.04	15_SOBRA	70	15	0	541	15_SOBRA			541	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	541	269	541	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002722.BMP	
3	15_SOBRA	0.15	15_SOBRA	269	15	0	541	15_SOBRA			541	ARAUCO		
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	541	269	541	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002735.BMP	
3	15_ESCARLATE	0.15	15_ESCARLATE	269	15	0	541	15_ESCARLATE			541	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1818	180	15	180				1818			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	1818	180	15	180	15_ESCARLATE			1818		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002741.BMP	
3	15_ESCARLATE	0.33	15_ESCARLATE	1818	15	0	180	15_ESCARLATE			180	ARAUCO		
3	ABS_ESCARLATE_22	2.18	ABS_ESCARLATE_22	2178	0	0	0	ABS_ESCARLATE_22			2178			
1	PA05	1	PAINEL TETO	545	15	1701	15				545			
2	PAINELV080000151000	1	PAINEL VER DIR SUP 2_5	545	1701	15	1701	15_ESCARLATE			545		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002748.BMP	
3	15_ESCARLATE	0.93	15_ESCARLATE	545	15	0	1701	15_ESCARLATE			1701	ARAUCO		
3	ABS_ESCARLATE_22	2.25	ABS_ESCARLATE_22	2246	0	0	0	ABS_ESCARLATE_22			2246			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	1701	15	1701	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002752.BMP	
3	15_SOBRA	0.12	15_SOBRA	70	15	0	1701	15_SOBRA			1701	ARAUCO		
1	PA05	1	PAINEL TETO	998	15	1701	15				998			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ SUP 2_5	998	1701	15	1701	15_ESCARLATE			998		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002762.BMP	
3	15_ESCARLATE	1.70	15_ESCARLATE	998	15	0	1701	15_ESCARLATE			1701	ARAUCO		
3	ABS_ESCARLATE_22	4.40	ABS_ESCARLATE_22	4400	0	0	0	ABS_ESCARLATE_22			4400			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	1701	15	1701	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002766.BMP	
3	15_SOBRA	0.12	15_SOBRA	70	15	0	1701	15_SOBRA			1701	ARAUCO		
1	PA05	1	PAINEL TETO	945	15	1696	15				945			
2	PAINELV080000151000	1	PAINEL VER ESQ SUP 2_5	945	1696	15	1696	15_ESCARLATE			945		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1002776.BMP	
3	15_ESCARLATE	1.60	15_ESCARLATE	945	15	0	1696	15_ESCARLATE			1696	ARAUCO		
3	ABS_ESCARLATE_22	2.64	ABS_ESCARLATE_22	2641	0	0	0	ABS_ESCARLATE_22			2641			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	1696	15	1696	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002780.BMP	
3	15_SOBRA	0.12	15_SOBRA	70	15	0	1696	15_SOBRA			1696	ARAUCO		
1	PP04	1	PORTA PASSAGEM NOVA	650	2150	275	2150				650			
2	PORTALL001803001964	1	PORTAL LATERAL 2_5	15	2120	275	2120	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\PORTALLATERA-1-1002789.BMP	
3	15_ESCARLATE	0.58	15_ESCARLATE	275	15	0	2120	15_ESCARLATE			2120	ARAUCO		
3	ABS_ESCARLATE_22	4.52	ABS_ESCARLATE_22	4515	0	0	0	ABS_ESCARLATE_22			4515			
2	PORTALS100003000018	2	PORTAL SUP ENG _1	650	15	275	15	15_ESCARLATE			650		C:\Nesting\LIVING\IMG_COMP\PORTALSUPENG-1-1002793.BMP	
3	15_ESCARLATE	0.18	15_ESCARLATE	275	15	0	650	15_ESCARLATE			650	ARAUCO		
2	PORTALS100003000036	1	PORTAL SUP 30MM 1_2_5	650	30	275	30	30_ESCARLATE			650		C:\Nesting\LIVING\IMG_COMP\PORTALSUP30M-1-1002799.BMP	
3	30_ESCARLATE	0.18	30_ESCARLATE	275	30	0	650	30_ESCARLATE			650	ARAUCO		
3	ABS_ESCARLATE_35	1.30	ABS_ESCARLATE_35	1300	0	0	0	ABS_ESCARLATE_35			1300			
2	PORTALL001801502464	2	PORTAL LATERAL _1	15	2120	275	2120	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\PORTALLATERA-1-1002803.BMP	
3	15_ESCARLATE	0.58	15_ESCARLATE	275	15	0	2120	15_ESCARLATE			2120	ARAUCO		
3	ABS_ESCARLATE_22	2.12	ABS_ESCARLATE_22	2120	0	0	0	ABS_ESCARLATE_22			2120			
2	PORTALL003601502464	1	PORTAL LATERAL 30MM 1_2_5	30	2120	275	2120	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\PORTALLATERA-1-1002809.BMP	
3	30_ESCARLATE	0.58	30_ESCARLATE	275	30	0	2120	30_ESCARLATE			2120	ARAUCO		
3	ABS_ESCARLATE_35	4.52	ABS_ESCARLATE_35	4515	0	0	0	ABS_ESCARLATE_35			4515			
2	ECLISSE_DBINVECL3F	1	DOBRADIÇA INVISIVEL MONTA	650	2150	275	2150				650			
3	ECLISSE_DBINVECL3F	4	DOBRADIÇA INVISIVEL	50	114	22	114				50			
2	PORTAPI100001500001	1	ABERTURA DA PORTA	650	1	275	1				650			
2	PORTAPI096200182449	1	PORTA DOB INV CAVA LD 18MM ENG 4P_1_4P	597	2105	18	2105	18_ESCARLATE			597		C:\Nesting\LIVING\IMG_COMP\PORTADOBINVC-1-1002837.BMP	
3	18_ESCARLATE	1.26	18_ESCARLATE	597	18	0	2105	18_ESCARLATE			2105	ARAUCO		
2	FTPORTA096200362449	1	FT PORTA DOB INV CAVA LD 36MM 1_2_4P_5	597	2105	36	2105	36_ESCARLATE			597		C:\Nesting\LIVING\IMG_COMP\FTPORTADOBIN-1-1002840.BMP	
3	36_ESCARLATE	1.26	36_ESCARLATE	597	36	0	2105	36_ESCARLATE			2105	ARAUCO		
3	ABS_ESCARLATE_63	5.40	ABS_ESCARLATE_63	5404	0	0	0	ABS_ESCARLATE_63			5404			
2	PORTAPI096200152449	1	PORTA DOB INV CAVA LD 15MM 4P_1_4P	597	2105	15	2105	15_ESCARLATE			597		C:\Nesting\LIVING\IMG_COMP\PORTADOBINVC-1-1002843.BMP	
3	15_ESCARLATE	1.26	15_ESCARLATE	597	15	0	2105	15_ESCARLATE			2105	ARAUCO		
3	ABS_ESCARLATE_22	5.40	ABS_ESCARLATE_22	5404	0	0	0	ABS_ESCARLATE_22			5404			
2	ENGVER015000182449	2	ENG VER PORTA PASSAGEM 4P_1	150	2105	18	2105	18_ESCARLATE			150		C:\Nesting\LIVING\IMG_COMP\ENGVERPORTAP-1-1002850.BMP	
3	18_ESCARLATE	0.32	18_ESCARLATE	150	18	0	2105	18_ESCARLATE			2105	ARAUCO		
2	ENGHOR066400180150	2	ENG HOR PORTA PASSAGEM 4P_1	297	150	18	150	18_ESCARLATE			297		C:\Nesting\LIVING\IMG_COMP\ENGHORPORTAP-1-1002856.BMP	
3	18_ESCARLATE	0.04	18_ESCARLATE	150	18	0	297	18_ESCARLATE			297	ARAUCO		
2	METALON_30x20_VER	2	METALON VERTICAL	30	1805	20	1805				30			
2	METALON_30x20_HOR	2	METALON HORIZONTAL	237	30	20	30				237			
1	PP04	1	PORTA PASSAGEM NOVA	850	2150	120	2150				850			
2	PORTALL001803001964	2	PORTAL LATERAL 2_5	15	2120	120	2120	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\PORTALLATERA-1-1002879.BMP	
3	15_ESCARLATE	0.25	15_ESCARLATE	120	15	0	2120	15_ESCARLATE			2120	ARAUCO		
3	ABS_ESCARLATE_22	4.36	ABS_ESCARLATE_22	4360	0	0	0	ABS_ESCARLATE_22			4360			
2	PORTALS100003000018	2	PORTAL SUP ENG _1	850	15	120	15	15_ESCARLATE			850		C:\Nesting\LIVING\IMG_COMP\PORTALSUPENG-1-1002886.BMP	
3	15_ESCARLATE	0.10	15_ESCARLATE	120	15	0	850	15_ESCARLATE			850	ARAUCO		
2	PORTALS100003000036	1	PORTAL SUP 30MM 1_2_5	850	30	120	30	30_ESCARLATE			850		C:\Nesting\LIVING\IMG_COMP\PORTALSUP30M-1-1002892.BMP	
3	30_ESCARLATE	0.10	30_ESCARLATE	120	30	0	850	30_ESCARLATE			850	ARAUCO		
3	ABS_ESCARLATE_35	1.70	ABS_ESCARLATE_35	1700	0	0	0	ABS_ESCARLATE_35			1700			
2	PORTAPI100001500001	1	ABERTURA DA PORTA	850	1	120	1				850			
2	PORTAPI096400182449	1	PORTA PIVO CAVA LD 18MM ENG 4P_1	812	2105	18	2105	18_ESCARLATE			812		C:\Nesting\LIVING\IMG_COMP\PORTAPIVOCAV-1-1002902.BMP	
3	18_ESCARLATE	1.71	18_ESCARLATE	812	18	0	2105	18_ESCARLATE			2105	ARAUCO		
2	FTPORTA096400362449	1	FT PORTA PIVO CAVA LD 36MM 1_2_4P_5	812	2105	36	2105	36_ESCARLATE			812		C:\Nesting\LIVING\IMG_COMP\FTPORTAPIVOC-1-1002905.BMP	
3	36_ESCARLATE	1.71	36_ESCARLATE	812	36	0	2105	36_ESCARLATE			2105	ARAUCO		
3	ABS_ESCARLATE_63	5.83	ABS_ESCARLATE_63	5834	0	0	0	ABS_ESCARLATE_63			5834			
2	PORTAPI096400152449	1	PORTA PIVO CAVA LD 15MM 4P_1	812	2105	15	2105	15_ESCARLATE			812		C:\Nesting\LIVING\IMG_COMP\PORTAPIVOCAV-1-1002908.BMP	
3	15_ESCARLATE	1.71	15_ESCARLATE	812	15	0	2105	15_ESCARLATE			2105	ARAUCO		
3	ABS_ESCARLATE_22	5.83	ABS_ESCARLATE_22	5834	0	0	0	ABS_ESCARLATE_22			5834			
2	ENGVER015000182449	2	ENG VER PORTA PASSAGEM 4P_1	150	2105	18	2105	18_ESCARLATE			150		C:\Nesting\LIVING\IMG_COMP\ENGVERPORTAP-1-1002919.BMP	
3	18_ESCARLATE	0.32	18_ESCARLATE	150	18	0	2105	18_ESCARLATE			2105	ARAUCO		
2	ENGHOR066400180150	2	ENG HOR PORTA PASSAGEM 4P_1	512	150	18	150	18_ESCARLATE			512		C:\Nesting\LIVING\IMG_COMP\ENGHORPORTAP-1-1002925.BMP	
3	18_ESCARLATE	0.08	18_ESCARLATE	150	18	0	512	18_ESCARLATE			512	ARAUCO		
2	METALON_30x20_VER	2	METALON VERTICAL	30	1805	20	1805				30			
2	METALON_30x20_HOR	2	METALON HORIZONTAL	452	30	20	30				452			
2	DOBRADICA_PIVOTANTE	1	PINO PIVOTANTE INFERIOR	50	36	22	36				50			
2	DOBRADICA_PIVOTANTE	1	PINO PIVOTANTE	50	36	22	36				50			
1	PA01	1	PAINEL VERTICAL	820	370	15	370				820			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	820	370	15	370	15_ESCARLATE			820		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002954.BMP	
3	15_ESCARLATE	0.30	15_ESCARLATE	820	15	0	370	15_ESCARLATE			370	ARAUCO		
3	ABS_ESCARLATE_22	1.56	ABS_ESCARLATE_22	1560	0	0	0	ABS_ESCARLATE_22			1560			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	336	15	336	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002959.BMP	
3	15_SOBRA	0.02	15_SOBRA	70	15	0	336	15_SOBRA			336	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	336	60	336	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002965.BMP	
3	15_SOBRA	0.02	15_SOBRA	60	15	0	336	15_SOBRA			336	ARAUCO		
1	PA01	1	PAINEL VERTICAL	998	2481	15	2481				998			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	998	2481	15	2481	15_ESCARLATE			998		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002981.BMP	
3	15_ESCARLATE	2.48	15_ESCARLATE	998	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	3.48	ABS_ESCARLATE_22	3479	0	0	0	ABS_ESCARLATE_22			3479			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	998	25	12	25				998			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002989.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	125	2481	15	2481				125			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	125	2481	15	2481	15_ESCARLATE			125		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1002998.BMP	
3	15_ESCARLATE	0.31	15_ESCARLATE	125	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	2.61	ABS_ESCARLATE_22	2606	0	0	0	ABS_ESCARLATE_22			2606			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	125	25	12	25				125			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	15	2481	45	2481	45_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003006.BMP	
3	45_SOBRA	0.04	45_SOBRA	15	45	0	2481	45_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	820	401	15	401				820			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	820	401	15	401	15_ESCARLATE			820		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003015.BMP	
3	15_ESCARLATE	0.33	15_ESCARLATE	820	15	0	401	15_ESCARLATE			401	ARAUCO		
3	ABS_ESCARLATE_22	1.62	ABS_ESCARLATE_22	1622	0	0	0	ABS_ESCARLATE_22			1622			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	371	15	371	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003020.BMP	
3	15_SOBRA	0.03	15_SOBRA	70	15	0	371	15_SOBRA			371	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	371	60	371	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003026.BMP	
3	15_SOBRA	0.02	15_SOBRA	60	15	0	371	15_SOBRA			371	ARAUCO		
1	PA01	1	PAINEL VERTICAL	115	2546	15	2546				115			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	115	2546	15	2546	15_ESCARLATE			115		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003042.BMP	
3	15_ESCARLATE	0.29	15_ESCARLATE	115	15	0	2546	15_ESCARLATE			2546	ARAUCO		
3	ABS_ESCARLATE_22	2.66	ABS_ESCARLATE_22	2661	0	0	0	ABS_ESCARLATE_22			2661			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	115	25	12	25				115			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	15	2546	45	2546	45_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003050.BMP	
3	45_SOBRA	0.04	45_SOBRA	15	45	0	2546	45_SOBRA			2546	ARAUCO		
1	PA01	1	PAINEL VERTICAL	116	2546	15	2546				116			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	116	2546	15	2546	15_ESCARLATE			116		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1003059.BMP	
3	15_ESCARLATE	0.30	15_ESCARLATE	116	15	0	2546	15_ESCARLATE			2546	ARAUCO		
3	ABS_ESCARLATE_22	2.66	ABS_ESCARLATE_22	2662	0	0	0	ABS_ESCARLATE_22			2662			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	116	25	12	25				116			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	15	2546	45	2546	45_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003067.BMP	
3	45_SOBRA	0.04	45_SOBRA	15	45	0	2546	45_SOBRA			2546	ARAUCO		
1	PA01	1	PAINEL VERTICAL	299	2481	15	2481				299			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	299	2481	15	2481	15_ESCARLATE			299		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003076.BMP	
3	15_ESCARLATE	0.74	15_ESCARLATE	299	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	2.78	ABS_ESCARLATE_22	2780	0	0	0	ABS_ESCARLATE_22			2780			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	299	25	12	25				299			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	15	2481	45	2481	45_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003084.BMP	
3	45_SOBRA	0.04	45_SOBRA	15	45	0	2481	45_SOBRA			2481	ARAUCO		
1	COS05	1	NICHO	1245	800	75	800				1245			
2	LATERAL001805000600	1	LATERAL DIR SUP NICHO 2_4C_5	15	800	75	800	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRSU-1-1003096.BMP	
3	15_ESCARLATE	0.06	15_ESCARLATE	75	15	0	800	15_ESCARLATE			800	ARAUCO		
3	ABS_ESCARLATE_22	0.95	ABS_ESCARLATE_22	950	0	0	0	ABS_ESCARLATE_22			950			
2	LATERAL0001805000600	1	LATERAL ESQ SUP NICHO 2_4C_5	15	800	75	800	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQSU-1-1003099.BMP	
3	15_ESCARLATE	0.06	15_ESCARLATE	75	15	0	800	15_ESCARLATE			800	ARAUCO		
3	ABS_ESCARLATE_22	0.95	ABS_ESCARLATE_22	950	0	0	0	ABS_ESCARLATE_22			950			
2	FUNDONI037000150585	1	FUNDO NICHO 4C_5	1215	800	15	800	15_ESCARLATE			1215		C:\Nesting\LIVING\IMG_COMP\FUNDONICHO4C-1-1003102.BMP	
3	15_ESCARLATE	0.97	15_ESCARLATE	1215	15	0	800	15_ESCARLATE			800	ARAUCO		
2	PISONIC037005000015	1	PISO NICHO 2_4C_5	1215	15	60	15	15_ESCARLATE			1215		C:\Nesting\LIVING\IMG_COMP\PISONICHO2_4-1-1003105.BMP	
3	15_ESCARLATE	0.07	15_ESCARLATE	60	15	0	1215	15_ESCARLATE			1215	ARAUCO		
3	ABS_ESCARLATE_22	1.22	ABS_ESCARLATE_22	1215	0	0	0	ABS_ESCARLATE_22			1215			
2	TETONIC042004850015	1	TETO NICHO 2_4C_5	1215	15	60	15	15_ESCARLATE			1215		C:\Nesting\LIVING\IMG_COMP\TETONICHO2_4-1-1003108.BMP	
3	15_ESCARLATE	0.07	15_ESCARLATE	60	15	0	1215	15_ESCARLATE			1215	ARAUCO		
3	ABS_ESCARLATE_22	1.22	ABS_ESCARLATE_22	1215	0	0	0	ABS_ESCARLATE_22			1215			
2	PARAFUSO_4x40	9	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	9	PARAFUSO ESQ 4x40	40	4	4	4				40			
1	PA01	1	PAINEL VERTICAL	762	2481	15	2481				762			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	762	2481	15	2481	15_ESCARLATE			762		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003169.BMP	
3	15_ESCARLATE	1.89	15_ESCARLATE	762	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	5.72	ABS_ESCARLATE_22	5724	0	0	0	ABS_ESCARLATE_22			5724			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	1977	25	12	25				1977			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003178.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
